DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	UFLEX LTD INR10	INE516A01017	6342289	40000.	0	0	40000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	DOGAN SIRKETLER TRY1	TRADOHOL91Q8	B03MRG7	400000.	0	0	400000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	IPEK DOGAL ENERJI TRY1 (C SHARES)	TRAIPMAT92D2	B03MTT4	125000.	0	25000.	100000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	COSMO FIRST LTD                         INR10	INE757A01017	6325280	45000.	0	0	45000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000410	NT0 HSBC - TAIPEI	Taiwan	O-TA PRECISION IND TWD10	TW0008924002	6211583	40000.	0	0	40000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000287	NT0 HSBC BK KOREA	Korea, Republic Of	SAMYANG FOODS KRW5000	KR7003230000	6771838	3500.	0	0	3500.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	MAVI GIYIM SANAYI TRY1	TREMAVI00037	BF5M481	50000.	0	0	50000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000409	NT0 HSBC VIETNAM	Vietnam	VIX SECURITIES JSC VND10000	VN000000VIX5	B5N90B9	30000.	0	0	0	DI	 	0	0	30000.	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	TURKIYE SINAI KALK TRY1	TRATSKBW91N0	B03MY88	750000.	0	250000.	500000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	BURSA CIMENTO TRY1	TRABUCIM91F3	B03MQG0	1000000.	0	0	1000000.	DI	 	0	0	0	0
